date,New Snow,Season Total,Settled Base,H2O,Total H20
12/22/2013,4,85,32,0.13,1.93
12/23/2013,2,87,32,0.12,2.05
12/24/2013,1,88,32,0.02,2.07
12/25/2013,0,88,31,0,2.07
12/26/2013,1,89,31,0,2.07
12/27/2013,2,91,31,0.04,2.11
12/28/2013,0,91,31,0,2.11
12/29/2013,3,94,34,0.06,2.17
12/30/2013,0,94,33,0,2.17
12/31/2013,0,94,32,0,2.17
1/1/2014,0,94,32,0,2.17
1/2/2014,1,95,32,0,2.17
1/3/2014,2,97,32,0,2.17
1/4/2014,4,101,35,0.02,2.19
1/5/2014,0,101,34,0,2.19
1/6/2014,0,101,33,0,2.19
1/7/2014,0,101,32,0,2.19
1/8/2014,0,101,32,0,2.19
1/9/2014,0,101,32,0,2.19
1/10/2014,0,101,31,0,2.19
1/11/2014,0,101,31,0,2.19
1/12/2014,1,102,31,0.02,2.21
1/13/2014,0,102,31,0,2.21
1/14/2014,0,102,31,0,2.21
1/15/2014,0,102,31,0,2.21
1/16/2014,0,102,31,0,2.21
1/17/2014,2,104,33,0.04,2.25
1/18/2014,0,104,31,0,2.25
1/19/2014,0,104,31,0,2.25
1/20/2014,7,111,38,0.14,2.39
1/21/2014,2,113,38,0.02,2.41
1/22/2014,2,115,37,0.01,2.42
1/23/2014,0,115,36,0,2.42
1/24/2014,0,115,35,0,2.42
1/25/2014,1,116,35,0,2.42
1/26/2014,0,116,35,0,2.42
1/27/2014,0,116,35,0,2.42
1/28/2014,0,116,35,0,2.42
1/29/2014,0,116,35,0,2.42
1/30/2014,0,116,34,0,2.42
1/31/2014,0,116,34,0,2.42
2/1/2014,2,118,35,0.02,2.44
2/2/2014,0,118,35,0,2.44
2/3/2014,1,119,36,,2.44
2/4/2014,1,120,36,0.04,2.48
2/5/2014,9,129,44,0.29,2.77
2/6/2014,0,129,43,0,2.77
2/7/2014,0,129,42,0,2.77
2/8/2014,0,129,41,0,2.77
2/9/2014,0,129,40,0,2.77
2/10/2014,0,129,39,0,2.77
2/11/2014,3,132,41,0.04,2.81
2/12/2014,0,132,40,0,2.81
2/13/2014,0,132,39,0,2.81
2/14/2014,0,132,39,0,2.81
2/15/2014,0,132,39,0,2.81
2/16/2014,2,134,40,0,2.81
2/17/2014,2,136,41,0.05,2.86
2/18/2014,0,136,41,0,2.86
2/19/2014,0,136,40,0,2.86
2/20/2014,0,136,39,0,2.86
2/21/2014,4,140,43,0.1,2.96
2/22/2014,2,142,43,0.02,2.98
2/23/2014,2,144,44,0.05,3.03
2/24/2014,1,145,44,0,3.03
2/25/2014,1,146,43,0.01,3.04
2/26/2014,3,149,45,0.04,3.08
2/27/2014,3,152,46,0,3.08
2/28/2014,1,153,46,0,3.08
3/1/2014,,,,,3.08
3/2/2014,2,155,46,0.04,3.12
3/3/2014,1,156,46,0.02,3.14
3/4/2014,2,158,48,0.06,3.2
3/5/2014,5,163,52,0.13,3.33
3/6/2014,1,164,50,0.01,3.34
3/7/2014,0,164,49,0,3.34
3/8/2014,0,164,48,0,3.34
3/9/2014,0,164,48,0,3.34
3/10/2014,0,164,47,0,3.34
3/11/2014,0,164,47,0,3.34
3/12/2014,0,164,47,0,3.34
3/13/2014,0,164,46,0,3.34
3/14/2014,4,168,48,0.05,3.39
3/15/2014,0,168,48,0,3.39
3/16/2014,0,168,47,0,3.39
3/17/2014,0,168,46,0,3.39
3/18/2014,0,168,46,0,3.39
3/19/2014,0,168,46,0,3.39
3/20/2014,3,171,47,0.07,3.46
3/21/2014,0,171,47,0,3.46
3/22/2014,0,171,46,0,3.46
3/23/2014,0,171,46,0,3.46
3/24/2014,0,171,46,0,3.46
3/25/2014,5,176,51,0.2,3.66
3/26/2014,3,179,51,0.06,3.72
3/27/2014,2,181,52,0.05,3.77
3/28/2014,0,181,51,0,3.77
3/29/2014,0,181,50,0,3.77
3/30/2014,1,182,50,0.02,3.79
3/31/2014,0,182,50,0,3.79
4/1/2014,0,182,49,0,3.79
4/2/2014,0,182,49,0,3.79
4/3/2014,0,182,48,0,3.79
4/4/2014,8,190,56,0.14,3.93
4/5/2014,0,190,53,0,3.93
4/6/2014,0,190,52,0,3.93
4/7/2014,0,190,51,0,3.93
4/8/2014,0,190,49,,3.93
4/9/2014,0,190,49,0,3.93
4/10/2014,0,190,49,0,3.93
4/11/2014,1,191,49,0,3.93
4/12/2014,0,191,48,0,3.93
4/13/2014,0,191,48,0,3.93
4/14/2014,0,191,48,0,3.93
4/15/2014,,191,,,3.93
,,,,,
10/15/2014,0,0,,,0
10/16/2014,0,0,,,0
10/17/2014,0,0,,,0
10/18/2014,0,0,,,0
10/19/2014,0,0,,,0
10/20/2014,0,0,,,0
10/21/2014,0,0,,,0
10/22/2014,2,2,,,0
10/23/2014,0,2,,,0
10/24/2014,0,2,,,0
10/25/2014,0,2,,,0
10/26/2014,0,2,,,0
10/27/2014,0,2,0,0,0
10/28/2014,3,5,,,0
10/29/2014,0,5,,,0
10/30/2014,0,5,,,0
10/31/2014,0,5,0,0,0
11/1/2014,0,5,,,0
11/2/2014,0,5,,,0
11/3/2014,2,7,,,0
11/4/2014,3,10,0,0,0
11/5/2014,0,10,,,0
11/6/2014,0,10,0,0,0
11/7/2014,0,10,0,0,0
11/8/2014,0,10,0,0,0
11/9/2014,0,10,0,0,0
11/10/2014,0,10,0,0,0
11/11/2014,6,16,0,0.17,0.17
11/12/2014,4,20,0,0.07,0.24
11/13/2014,9,29,0,0.2,0.44
11/14/2014,9,38,0,0.25,0.69
11/15/2014,3,41,21,0.09,0.78
11/16/2014,11,52,28,0.3,1.08
11/17/2014,0,52,25,0,1.08
11/18/2014,0,52,23,0,1.08
11/19/2014,0,52,22,0,1.08
11/20/2014,0,52,20,0,1.08
11/21/2014,0,52,20,0,1.08
11/22/2014,0,52,19,0,1.08
11/23/2014,5,57,23,0.16,1.24
11/24/2014,2,59,23,0.06,1.3
11/25/2014,2,61,24,0.08,1.38
11/26/2014,4,65,25,0.1,1.48
11/27/2014,1,66,24,0.03,1.51
11/28/2014,0,66,23,0,1.51
11/29/2014,0,66,22,0,1.51
11/30/2014,0,66,21,0,1.51
12/1/2014,0,66,22,0,1.51
12/2/2014,0,66,21,0,1.51
12/3/2014,0,66,21,0,1.51
12/4/2014,0,66,20,0,1.51
12/5/2014,0,66,20,0,1.51
12/6/2014,0,66,19,0,1.51
12/7/2014,0,66,20,,1.51
12/8/2014,0,66,20,0,1.51
12/9/2014,0,66,20,0,1.51
12/10/2014,0,66,20,0,1.51
12/11/2014,0,66,19,0,1.51
12/12/2014,0,66,19,0,1.51
12/13/2014,0,66,19,0,1.51
12/14/2014,5,71,24,0.13,1.64
12/15/2014,3,74,26,0.07,1.71
12/16/2014,0,74,26,0,1.71
12/17/2014,0,74,25,0,1.71
12/18/2014,2,76,25,0.03,1.74
12/19/2014,2,78,26,0.01,1.75
12/20/2014,0,78,26,0,1.75
12/21/2014,3,81,28,0.05,1.8
12/22/2014,4,85,32,0.13,1.93
12/23/2014,2,87,32,0.12,2.05
12/24/2014,1,88,32,0.02,2.07
12/25/2014,0,88,31,0,2.07
12/26/2014,1,89,31,0,2.07
12/27/2014,2,91,31,0.04,2.11
12/28/2014,0,91,31,0,2.11
12/29/2014,3,94,34,0.06,2.17
12/30/2014,0,94,33,0,2.17
12/31/2014,0,94,32,0,2.17
1/1/2015,0,94,32,0,2.17
1/2/2015,1,95,32,0,2.17
1/3/2015,2,97,32,0,2.17
1/4/2015,4,101,35,0.02,2.19
1/5/2015,0,101,34,0,2.19
1/6/2015,0,101,33,0,2.19
1/7/2015,0,101,32,0,2.19
1/8/2015,0,101,32,0,2.19
1/9/2015,0,101,32,0,2.19
1/10/2015,0,101,31,0,2.19
1/11/2015,0,101,31,0,2.19
1/12/2015,1,102,31,0.02,2.21
1/13/2015,0,102,31,0,2.21
1/14/2015,0,102,31,0,2.21
1/15/2015,0,102,31,0,2.21
1/16/2015,0,102,31,0,2.21
1/17/2015,2,104,33,0.04,2.25
1/18/2015,0,104,31,0,2.25
1/19/2015,0,104,31,0,2.25
1/20/2015,7,111,38,0.14,2.39
1/21/2015,2,113,38,0.02,2.41
1/22/2015,2,115,37,0.01,2.42
1/23/2015,0,115,36,0,2.42
1/24/2015,0,115,35,0,2.42
1/25/2015,1,116,35,0,2.42
1/26/2015,0,116,35,0,2.42
1/27/2015,0,116,35,0,2.42
1/28/2015,0,116,35,0,2.42
1/29/2015,0,116,35,0,2.42
1/30/2015,0,116,34,0,2.42
1/31/2015,0,116,34,0,2.42
2/1/2015,2,118,35,0.02,2.44
2/2/2015,0,118,35,0,2.44
2/3/2015,1,119,36,,2.44
2/4/2015,1,120,36,0.04,2.48
2/5/2015,9,129,44,0.29,2.77
2/6/2015,0,129,43,0,2.77
2/7/2015,0,129,42,0,2.77
2/8/2015,0,129,41,0,2.77
2/9/2015,0,129,40,0,2.77
2/10/2015,0,129,39,0,2.77
2/11/2015,3,132,41,0.04,2.81
2/12/2015,0,132,40,0,2.81
2/13/2015,0,132,39,0,2.81
2/14/2015,0,132,39,0,2.81
2/15/2015,0,132,39,0,2.81
2/16/2015,2,134,40,0,2.81
2/17/2015,2,136,41,0.05,2.86
2/18/2015,0,136,41,0,2.86
2/19/2015,0,136,40,0,2.86
2/20/2015,0,136,39,0,2.86
2/21/2015,4,140,43,0.1,2.96
2/22/2015,2,142,43,0.02,2.98
2/23/2015,2,144,44,0.05,3.03
2/24/2015,1,145,44,0,3.03
2/25/2015,1,146,43,0.01,3.04
2/26/2015,3,149,45,0.04,3.08
2/27/2015,3,152,46,0,3.08
2/28/2015,1,153,46,0,3.08
3/1/2015,,,,,3.08
3/2/2015,2,155,46,0.04,3.12
3/3/2015,1,156,46,0.02,3.14
3/4/2015,2,158,48,0.06,3.2
3/5/2015,5,163,52,0.13,3.33
3/6/2015,1,164,50,0.01,3.34
3/7/2015,0,164,49,0,3.34
3/8/2015,0,164,48,0,3.34
3/9/2015,0,164,48,0,3.34
3/10/2015,0,164,47,0,3.34
3/11/2015,0,164,47,0,3.34
3/12/2015,0,164,47,0,3.34
3/13/2015,0,164,46,0,3.34
3/14/2015,4,168,48,0.05,3.39
3/15/2015,0,168,48,0,3.39
3/16/2015,0,168,47,0,3.39
3/17/2015,0,168,46,0,3.39
3/18/2015,0,168,46,0,3.39
3/19/2015,0,168,46,0,3.39
3/20/2015,3,171,47,0.07,3.46
3/21/2015,0,171,47,0,3.46
3/22/2015,0,171,46,0,3.46
3/23/2015,0,171,46,0,3.46
3/24/2015,0,171,46,0,3.46
3/25/2015,5,176,51,0.2,3.66
3/26/2015,3,179,51,0.06,3.72
3/27/2015,2,181,52,0.05,3.77
3/28/2015,0,181,51,0,3.77
3/29/2015,0,181,50,0,3.77
3/30/2015,1,182,50,0.02,3.79
3/31/2015,0,182,50,0,3.79
4/1/2015,0,182,49,0,3.79
4/2/2015,0,182,49,0,3.79
4/3/2015,0,182,48,0,3.79
4/4/2015,8,190,56,0.14,3.93
4/5/2015,0,190,53,0,3.93
4/6/2015,0,190,52,0,3.93
4/7/2015,0,190,51,0,3.93
4/8/2015,0,190,49,,3.93
4/9/2015,0,190,49,0,3.93
4/10/2015,0,190,49,0,3.93
4/11/2015,1,191,49,0,3.93
4/12/2015,0,191,48,0,3.93
4/13/2015,0,191,48,0,3.93
4/14/2015,0,191,48,0,3.93
4/15/2015,,191,,,3.93
,,,,,
10/15/2015,0,0,,,0
10/16/2015,0,0,,,0
10/17/2015,0,0,,,0
10/18/2015,0,0,,,0
10/19/2015,0,0,,,0
10/20/2015,0,0,,,0
10/21/2015,0,0,,,0
10/22/2015,0,0,,,0
10/23/2015,0,0,,,0
10/24/2015,0,0,,,0
10/25/2015,0,0,,,0
10/26/2015,0,0,,,0
10/27/2015,0,0,,,0
10/28/2015,0,0,,,0
10/29/2015,0,0,,,0
10/30/2015,0,0,,,0
10/31/2015,0,0,,,0
11/1/2015,0,0,,,0
11/2/2015,0,0,,,0
11/3/2015,0,0,,,0
11/4/2015,1,1,,,0
11/5/2015,0,1,,0,0
11/6/2015,9,10,,0.04,0.04
11/7/2015,0,10,,0.05,0.09
11/8/2015,0,10,,0,0.09
11/9/2015,0,10,,0,0.09
11/10/2015,0,10,,0,0.09
11/11/2015,3,13,,0.29,0.38
11/12/2015,0,13,,0.02,0.4
11/13/2015,1,14,,0,0.4
11/14/2015,1,15,,0,0.4
11/15/2015,0,15,,0,0.4
11/16/2015,0,15,,0,0.4
11/17/2015,0,15,,0.2,0.6
11/18/2015,0,15,,0.089,0.689
11/19/2015,8,23,0,0.21,0.899
11/20/2015,4,27,0,0.01,0.909
11/21/2015,4,31,0,0.29,1.199
11/22/2015,0,31,0,0,1.199
11/23/2015,0,31,0,0,1.199
11/24/2015,0,31,0,0,1.199
11/25/2015,8,39,0,0,1.199
11/26/2015,2,41,0,0,1.199
11/27/2015,0,41,0,0.01,1.209
11/28/2015,0,41,0,0,1.209
11/29/2015,0,41,18,0.01,1.219
11/30/2015,0,41,18,0.05,1.269
12/1/2015,7,48,20,0,1.269
12/2/2015,9,57,23,0,1.269
12/3/2015,9,66,31,0,1.269
12/4/2015,1,67,28,0,1.269
12/5/2015,8,75,32,0,1.269
12/6/2015,0,75,29,0,1.269
12/7/2015,0,75,28,0,1.269
12/8/2015,0,75,26,0,1.269
12/9/2015,0,75,25,0.06,1.329
12/10/2015,0,75,24,0,1.329
12/11/2015,1,76,24,0,1.329
12/12/2015,0,76,23,0,1.329
12/13/2015,2,78,24,0.14,1.469
12/14/2015,3,81,27,0,1.469
12/15/2015,0,81,26,0.21,1.679
12/16/2015,0,81,25,0.09,1.769
12/17/2015,0,81,25,0.04,1.809
12/18/2015,0,81,24,0.03,1.839
12/19/2015,0,81,24,0,1.839
12/20/2015,1,82,24,0,1.839
12/21/2015,0,82,24,0.07,1.909
12/22/2015,0,82,23,0.05,1.959
12/23/2015,1,83,23,0.15,2.109
12/24/2015,0,83,23,0.11,2.219
12/25/2015,0,83,23,0.01,2.229
12/26/2015,0,83,23,0.02,2.249
12/27/2015,12,95,33,0,2.249
12/28/2015,0,95,30,0,2.249
12/29/2015,9,104,38,0,2.249
12/30/2015,3,107,36,0,2.249
12/31/2015,2,109,35,0.01,2.259
1/1/2016,1,110,33,0,2.259
1/2/2016,0,110,33,0,2.259
1/3/2016,0,110,32,0,2.259
1/4/2016,3,113,34,0,2.259
1/5/2016,2,115,35,0,2.259
1/6/2016,7,122,38,0,2.259
1/7/2016,4,126,40,0.02,2.279
1/8/2016,1,127,38,0.02,2.299
1/9/2016,1,128,37,0.04,2.339
1/10/2016,0,128,36,0.03,2.369
1/11/2016,0,128,35,0,2.369
1/12/2016,0,128,35,0,2.369
1/13/2016,0,128,35,0,2.369
1/14/2016,1,129,34,0,2.369
1/15/2016,0,129,34,0.069,2.438
1/16/2016,0,129,33,0.05,2.488
1/17/2016,0,129,33,0.04,2.528
1/18/2016,0,129,,0.06,2.588
1/19/2016,0,129,33,0.03,2.618
1/20/2016,0,129,33,0,2.618
1/21/2016,1,130,33,0.1,2.718
1/22/2016,2,132,34,0,2.718
1/23/2016,2,134,34,0,2.718
1/24/2016,2,136,36,0,2.718
1/25/2016,0,136,36,0.01,2.728
1/26/2016,0,136,36,0.02,2.748
1/27/2016,0,136,34,0,2.748
1/28/2016,0,136,34,0,2.748
1/29/2016,4,140,38,0,2.748
1/30/2016,3,143,38,0.04,2.788
1/31/2016,2,145,39,0.21,2.998
2/1/2016,6,151,42,0.09,3.088
2/2/2016,2,153,42,0.11,3.198
2/3/2016,1,154,41,0.02,3.218
2/4/2016,5,159,45,0,3.218
2/5/2016,1,160,44,0.03,3.248
2/6/2016,0,160,42,0.01,3.258
2/7/2016,0,160,41,0,3.258
2/8/2016,1,161,41,0,3.258
2/9/2016,1,162,41,0,3.258
2/10/2016,0,162,40,0,3.258
2/11/2016,0,162,39,0,3.258
2/12/2016,0,162,38,0,3.258
2/13/2016,2,164,39,0,3.258
2/14/2016,9,173,47,0,3.258
2/15/2016,3,176,46,0.13,3.388
2/16/2016,6,182,49,0.16,3.548
2/17/2016,2,184,49,0,3.548
2/18/2016,1,185,49,0,3.548
2/19/2016,1,186,48,0.13,3.678
2/20/2016,1,187,48,0,3.678
2/21/2016,0,187,47,0,3.678
2/22/2016,0,187,46,0,3.678
2/23/2016,0,187,46,0.03,3.708
2/24/2016,0,187,46,0,3.708
2/25/2016,0,187,45,0,3.708
2/26/2016,0,187,44,0,3.708
2/27/2016,0,187,44,0,3.708
2/28/2016,0,187,43,0,3.708
2/29/2016,4,191,47,0,3.708
3/1/2016,6,197,50,0.02,3.728
3/2/2016,0,197,49,0,3.728
3/3/2016,0,197,49,0.09,3.818
3/4/2016,3,200,51,0,3.818
3/5/2016,0,200,50,0,3.818
3/6/2016,0,200,49,0,3.818
3/7/2016,0,200,48,0,3.818
